,AbnormalExtFormActionR,AbnormalFormAction,AgeDomain,AtSymbol,DomainInSubdomains,DoubleSlashInPath,EmbeddedBrandName,ExtFavicon,ExtMetaScriptLinkRT,FakeLinkInStatusBar,FrequentDomainNameMismatch,HostnameLength,HttpsInPath,IframeOrFrame,ImagesOnlyInForm,IpAddress,Malicious,MissingTitle,NoHttps,NumAmpersand,NumDash,NumDashInHost,NumDots,NumHash,NumNumericChars,NumPercent,NumQueryComponents,NumSensitiveWords,NumUnderscore,PathLength,PathLevel,PctExtHyperlinks,PctExtNullSelfRedirectHyperlinksRT,PctExtResourceUrls,PctExtResourceUrlsRT,PctNullSelfRedirectHyperlinks,PopUpWindow,QueryLength,RelativeFormAction,RightClickDisabled,SubdomainLevel,SubdomainLevelRT,SubmitInfoToEmail,TildeSymbol,URL,UrlLength,UrlLengthRT,rank_country,rank_host,src_escape_cnt,src_eval_cnt,src_exec_cnt,src_search_cnt
0,-1,0,1,0,0,0,1,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,1,0,2,0,5,0,0,0,0,26,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,1,0,-1,0,movies.nytimes.com/person/42509/Delroy-Lindo,52,1,-1,-1,0,0,0,0
1,-1,0,1,0,0,0,1,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,1,0,2,0,5,0,0,0,0,31,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,1,0,-1,0,movies.nytimes.com/person/29975/Margaret-Hamilton,57,1,-1,-1,0,0,0,0
2,-1,0,1,0,0,0,1,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,1,0,2,0,5,0,0,0,0,27,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,1,0,-1,0,movies.nytimes.com/person/31754/Wanda-Hendrix,53,1,-1,-1,0,0,0,0
3,-1,0,1,0,0,0,1,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,1,0,2,0,6,0,0,0,0,26,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,1,0,-1,0,movies.nytimes.com/person/294413/Kenny-Vadas,52,1,-1,-1,0,0,0,0
4,-1,0,1,0,0,0,1,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,1,0,2,0,6,0,0,0,0,26,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,1,0,-1,0,movies.nytimes.com/person/578572/Paul-Almond,52,1,-1,-1,0,0,0,0
5,-1,0,1,0,0,0,1,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,1,0,2,0,6,0,0,0,0,28,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,1,0,-1,0,movies.nytimes.com/person/329623/James-McGowan,54,1,-1,-1,0,0,0,0
6,-1,0,1,0,0,0,1,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,1,0,2,0,4,0,0,0,0,24,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,1,0,-1,0,movies.nytimes.com/person/3417/Kathy-Baker,50,1,-1,-1,0,0,0,0
7,-1,0,1,0,0,0,1,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,1,0,2,0,5,0,0,0,0,24,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,1,0,-1,0,movies.nytimes.com/person/58568/Tommy-Rall,50,1,-1,-1,0,0,0,0
8,-1,0,1,0,0,0,1,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,1,0,2,0,5,0,0,0,0,30,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,1,0,-1,0,movies.nytimes.com/person/48869/Dolores-Michaels,56,1,-1,-1,0,0,0,0
9,-1,0,1,0,0,0,1,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,2,0,2,0,5,0,1,0,0,23,3,0.0,-1.0,0.0,-1,0.0,-1,14,0,-1,1,0,-1,0,movies.nytimes.com/person/34099/John-Hurt?inline=nyt-per,64,1,-1,-1,0,0,0,0
