,AbnormalExtFormActionR,AbnormalFormAction,AgeDomain,AtSymbol,DomainInSubdomains,DoubleSlashInPath,EmbeddedBrandName,ExtFavicon,ExtMetaScriptLinkRT,FakeLinkInStatusBar,FrequentDomainNameMismatch,HostnameLength,HttpsInPath,IframeOrFrame,ImagesOnlyInForm,IpAddress,Malicious,MissingTitle,NoHttps,NumAmpersand,NumDash,NumDashInHost,NumDots,NumHash,NumNumericChars,NumPercent,NumQueryComponents,NumSensitiveWords,NumUnderscore,PathLength,PathLevel,PctExtHyperlinks,PctExtNullSelfRedirectHyperlinksRT,PctExtResourceUrls,PctExtResourceUrlsRT,PctNullSelfRedirectHyperlinks,PopUpWindow,QueryLength,RelativeFormAction,RightClickDisabled,SubdomainLevel,SubdomainLevelRT,SubmitInfoToEmail,TildeSymbol,URL,UrlLength,UrlLengthRT,rank_country,rank_host,src_escape_cnt,src_eval_cnt,src_exec_cnt,src_search_cnt
0,-1,0,0,0,0,0,0,0,-1,0,1,15,0,-1,0,0,0,1.0,0,0,0,0,1,0,2,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,77guystreet.com/,23,1,-1,-1,0,0,0,0
1,-1,0,0,0,0,0,0,0,-1,0,1,16,0,-1,0,0,0,1.0,0,0,0,0,1,0,2,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,70spornstars.com/,24,1,-1,-1,0,0,0,0
2,-1,0,0,0,0,0,0,0,-1,0,1,14,0,-1,0,0,0,1.0,0,0,0,0,2,0,13,0,0,0,0,18,2,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,6065551212.com/nxxcodes/374.html,39,1,-1,-1,0,0,0,0
3,-1,0,0,0,0,0,0,0,-1,0,1,23,0,-1,0,0,0,1.0,0,0,0,0,2,0,1,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,7stepstobusiness.com.au/,31,1,-1,-1,0,0,0,0
4,-1,0,1,0,0,0,1,0,-1,0,1,15,0,-1,0,1,0,1.0,1,0,5,0,1,0,5,0,0,0,0,40,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,5starhiphop.com/2008/kanye-west-feat-kid-cudi-paranoid/,63,1,-1,-1,0,0,0,0
5,-1,0,0,0,0,0,1,0,-1,0,1,12,0,-1,0,0,0,1.0,0,0,6,0,1,0,9,0,0,0,0,44,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,5thround.com/35184/ufc-113-machida-vs-shogun-ii-results/,63,1,-1,-1,0,0,0,0
6,-1,0,0,0,0,0,1,0,-1,0,1,12,0,-1,0,0,0,1.0,0,0,7,0,1,0,7,0,0,0,0,41,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,5thround.com/703/ufc-83-serra-vs-st-pierre-2-results/,60,1,-1,-1,0,0,0,0
7,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,0,0,1,0,3,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,655home.com/,20,1,-1,-1,0,0,0,0
8,-1,0,1,0,0,0,1,0,-1,0,1,9,0,-1,0,1,0,1.0,1,0,7,0,1,0,7,0,0,0,0,37,2,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,7tune.com/event-report-the-2010-g1-gp-round-2/,54,1,-1,-1,0,0,0,0
9,-1,0,0,0,0,0,0,0,-1,0,1,20,0,-1,0,0,0,1.0,0,0,3,0,1,0,4,0,0,0,0,38,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,7517raremusiccds.com/servlet/the-Rod-McKuen-CDs/Categories,65,1,-1,-1,0,0,0,0
10,-1,0,0,0,0,0,0,0,-1,0,1,17,0,-1,0,1,0,1.0,1,0,0,0,3,0,2,0,0,0,0,18,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,69thnewyork.co.uk/Miscellaneous.htm,43,1,-1,-1,0,0,0,0
11,-1,0,1,0,0,0,1,0,-1,0,1,12,0,-1,0,1,0,1.0,1,0,9,0,1,0,5,0,0,0,0,66,5,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,7digital.com/artists/the-sounds/crossing-the-rubicon-2/02-4-Songs-and-a-Fight/,86,-1,-1,-1,0,0,0,0
12,-1,0,1,0,0,0,1,0,-1,0,1,12,0,-1,0,1,0,1.0,1,0,4,0,1,0,2,0,1,0,0,40,4,0.0,-1.0,0.0,-1,0.0,-1,7,0,-1,0,-1,-1,0,7digital.com/artists/a-static-lullaby/faso-latido-1/?src=rec,68,1,-1,-1,0,0,0,0
13,-1,0,1,0,0,0,1,0,-1,0,1,7,0,-1,0,1,0,1.0,1,0,3,0,1,0,1,0,0,0,0,26,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,6pm.com/aldo-groupe-black-leather,41,1,-1,-1,0,0,0,0
14,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,12,0,1,0,10,0,0,0,0,91,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,680news.com/sports/article/83962--edmonton-eskimos-fire-general-manager-danny-maciocia-after-1-4-start,110,-1,-1,-1,0,0,0,0
15,1,0,1,0,0,0,1,1,1,0,1,11,0,1,0,1,0,0.0,1,0,18,0,2,0,6,0,0,1,0,125,5,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,1,0,6theory.com/forum/index.php/topic/44534-are-there-any-clevelandohio-or-any-part-of-ohio-people-going-to-the-october-concert-in-new-york/,144,-1,-1,-1,0,0,0,0
16,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,10,0,1,0,9,0,0,0,0,91,4,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,680news.com/news/national/article/285972--garda-suspends-airport-security-staff-for-illegal-job-action,110,-1,-1,-1,0,0,0,0
17,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,1,0,2,0,4,0,0,0,12,78,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,5point1.com/BLU_RAY_MUSIC_CONCERTS-QUEEN_Rock_Montreal_Blu_Ray_DTS_5_1_Music_Concert.html,97,-1,-1,-1,0,0,0,0
18,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,0,0,1,0,1,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,5series.net/,20,1,-1,-1,0,0,0,0
19,-1,0,1,0,0,0,0,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,0,0,2,0,2,0,0,0,0,10,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,70shorrorfilms.com/study.htm,36,1,-1,-1,0,0,0,0
20,1,0,1,0,0,0,1,-1,1,0,1,10,0,1,0,1,0,0.0,1,0,6,0,1,0,1,0,0,0,0,47,2,100.0,0.0,1.0,1,0.0,-1,0,0,-1,0,-1,1,0,7thart.com/films/Jews-and-Baseball-An-American-Love-Story,65,1,-1,-1,0,0,0,0
21,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,1,0,2,0,2,0,0,0,8,65,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,5point1.com/EASY_LISTENING-FRANK_SINATRA_Man_His_Music_Ella_DVD_Concert.html,84,-1,-1,-1,0,0,0,0
22,-1,0,1,0,0,0,1,0,-1,0,1,10,0,-1,0,1,0,1.0,1,0,0,0,2,0,1,0,1,1,0,13,1,0.0,-1.0,0.0,-1,0.0,-1,4,0,-1,0,-1,-1,0,5peaks.com/schedule.asp?p=qc,36,1,-1,-1,0,0,0,0
23,1,0,1,0,0,0,1,1,1,0,1,10,0,1,0,1,0,0.0,1,0,1,1,1,0,1,0,0,0,0,1,1,100.0,1.0,100.0,-1,1.0,-1,0,0,-1,0,-1,1,0,8-mile.com/,19,1,-1,-1,0,0,0,0
24,1,0,1,0,0,0,1,1,1,0,1,11,0,1,0,1,0,0.0,1,0,5,0,2,0,6,0,0,1,0,55,5,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,1,0,6theory.com/forum/index.php/topic/62710-the-reasons-i-follow-kpop/,74,1,-1,-1,0,0,0,0
25,-1,0,1,0,0,0,0,0,-1,0,1,18,0,-1,0,1,0,1.0,1,0,2,0,2,0,2,0,0,0,0,19,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,70shorrorfilms.com/horror-films-d.htm,45,1,-1,-1,0,0,0,0
26,1,0,1,0,0,0,1,1,1,0,1,11,0,1,0,1,0,0.0,1,0,7,0,2,0,6,0,0,1,0,64,5,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,1,0,6theory.com/forum/index.php/topic/64509-dont-you-hate-it-feel-annoyed-when/,83,-1,-1,-1,0,0,0,0
27,1,0,1,0,0,0,0,1,-1,0,0,16,0,1,0,1,0,0.0,1,0,0,0,2,0,14,3,0,0,0,35,1,0.0,0.0,1.0,1,0.0,-1,0,0,-1,0,-1,1,0,6918thhakata.com/6918th%20Members%20%20Located.html,59,1,-1,-1,0,0,0,0
28,1,0,1,0,0,0,1,1,1,0,1,11,0,1,0,1,0,0.0,1,0,5,0,2,0,6,0,0,1,0,58,5,1.0,1.0,1.0,1,1.0,-1,0,0,-1,0,-1,1,0,6theory.com/forum/index.php/topic/13549-hey-say-jump-official-thread/,77,-1,-1,-1,0,0,0,0
29,1,0,0,0,0,0,1,1,1,0,1,13,0,1,0,1,0,0.0,1,2,2,0,2,0,4,0,3,1,1,25,3,100.0,1.0,1.0,1,1.0,-1,29,0,-1,0,-1,1,0,5tothrive.net/cgi-bin/mt/mt-search.cgi?blog_id=1&tag=kaiser&limit=20,76,-1,-1,-1,0,0,0,0
30,-1,0,0,0,0,0,1,0,-1,0,1,8,0,-1,0,1,0,1.0,1,4,6,0,1,0,39,10,5,0,0,26,1,0.0,-1.0,0.0,-1,0.0,-1,124,0,-1,0,-1,-1,0,7dvt.com/mccullough-student-center?filter1%5Bdate%5D=2010-02-09&filter1%5Btime%5D=00%3A00&filter2%5Bdate%5D=2010-02-09&filter2%5Btime%5D=23%3A59&timeframe=past,167,-1,-1,-1,0,0,0,0
31,-1,0,0,0,0,0,1,0,-1,0,1,8,0,-1,0,1,0,1.0,1,0,3,0,1,0,1,0,0,0,0,32,2,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,7dvt.com/whats-good/fanny-allen-hospital,48,1,-1,-1,0,0,0,0
32,-1,0,0,0,0,0,1,0,-1,0,1,7,0,-1,0,1,0,1.0,1,0,9,0,1,0,2,0,0,0,0,75,2,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,7x7.com/arts-culture/san-francisco-oakland-bay-bridge-project-opens-electric-works,90,-1,-1,-1,0,0,0,0
33,-1,0,1,0,0,0,0,0,-1,0,1,9,0,-1,0,0,0,1.0,0,0,0,0,2,0,14,0,0,0,0,30,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,62644.com/2009/MARCH2009/TheInBox3.html,46,1,-1,-1,0,0,0,0
34,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,0,0,1,0,9,0,0,0,0,21,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,680news.com/article/print/297466,40,1,-1,-1,0,0,0,0
35,1,0,0,0,0,0,0,-1,0,0,1,18,0,1,0,1,0,0.0,0,0,0,0,2,0,2,0,0,0,0,15,1,100.0,0.0,0.0,1,0.0,-1,0,0,-1,0,-1,1,0,60sgaragebands.com/doughboys.html,40,1,-1,-1,0,0,0,0
36,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,11,0,1,0,9,0,0,0,0,91,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,680news.com/sports/article/212530--vincent-damphousse-charged-with-six-counts-of-assaulting-his-spouse,110,-1,-1,-1,0,0,0,0
37,1,0,0,0,0,0,1,1,0,0,1,14,0,1,0,1,0,0.0,1,0,0,0,1,0,2,0,0,0,0,1,1,100.0,0.0,1.0,1,0.0,-1,0,1,-1,0,-1,1,0,66swapmeet.com/,23,1,-1,-1,0,0,0,0
38,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,11,0,1,0,9,0,0,0,0,95,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,680news.com/entertainment/article/244492--shows-by-prince-at-montreal-international-jazz-festival-sell-out,114,-1,-1,-1,0,0,0,0
39,-1,0,1,0,0,0,1,0,-1,0,1,17,0,-1,0,1,0,1.0,1,1,2,2,2,0,4,0,2,1,0,10,1,0.0,-1.0,0.0,-1,0.0,-1,18,0,-1,0,-1,-1,0,8-track-shack.com/index.php?cPath=31&infoBox=3,54,1,-1,-1,0,0,0,0
40,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,2,0,2,0,3,0,0,0,1,29,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,6lyrics.com/my_girl41-lyrics-arashi.aspx,48,1,-1,-1,0,0,0,0
41,-1,0,1,0,0,0,1,0,-1,0,1,17,0,-1,0,1,0,1.0,1,0,5,2,2,0,4,0,1,0,0,25,1,0.0,-1.0,0.0,-1,0.0,-1,9,0,-1,0,-1,-1,0,8-track-shack.com/cassette-tapes-c-32.html?infoBox=0,60,1,-1,-1,0,0,0,0
42,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,14,0,1,0,9,0,0,0,0,92,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,680news.com/business/article/274849--transat-a-t-won-t-exclude-layoffs-as-it-develops-cost-cutting-plan,111,-1,-1,-1,0,0,0,0
43,-1,0,1,0,0,0,1,0,-1,0,1,13,0,-1,0,1,0,1.0,1,0,0,0,2,0,5,0,0,0,0,22,2,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,75geegees.com/3/miscellaneous10.htm,43,1,-1,-1,0,0,0,0
44,-1,0,1,0,0,0,0,0,-1,0,1,9,0,-1,0,0,0,1.0,0,0,0,0,1,0,5,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,62644.com/,17,1,-1,-1,0,0,0,0
45,-1,0,1,0,0,0,1,0,-1,0,1,12,0,-1,0,1,0,1.0,1,0,6,0,1,0,1,0,0,0,0,73,6,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,7digital.com/stores/airwolf/artists/mark-j-cairns-and-sylvester-levay/airwolf-themes/,93,-1,-1,-1,0,0,0,0
46,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,1,0,2,0,1,0,0,0,1,22,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,6lyrics.com/paul_piche-music.aspx,41,1,-1,-1,0,0,0,0
47,-1,0,1,0,0,0,1,0,-1,0,1,11,0,-1,0,1,0,1.0,1,0,3,0,1,0,9,0,0,0,0,46,3,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,680news.com/listen/listenplayer/295097--angelo-tsarouchas,65,1,-1,-1,0,0,0,0
48,-1,0,1,0,0,0,1,0,-1,0,1,17,0,-1,0,1,0,1.0,1,0,7,2,2,0,4,0,1,0,0,38,1,0.0,-1.0,0.0,-1,0.0,-1,9,0,-1,0,-1,-1,0,8-track-shack.com/edison-wax-cylinder-records-c-89.html?infoBox=0,73,1,-1,-1,0,0,0,0
