,AbnormalExtFormActionR,AbnormalFormAction,AgeDomain,AtSymbol,DomainInSubdomains,DoubleSlashInPath,EmbeddedBrandName,ExtFavicon,ExtMetaScriptLinkRT,FakeLinkInStatusBar,FrequentDomainNameMismatch,HostnameLength,HttpsInPath,IframeOrFrame,ImagesOnlyInForm,IpAddress,Malicious,MissingTitle,NoHttps,NumAmpersand,NumDash,NumDashInHost,NumDots,NumHash,NumNumericChars,NumPercent,NumQueryComponents,NumSensitiveWords,NumUnderscore,PathLength,PathLevel,PctExtHyperlinks,PctExtNullSelfRedirectHyperlinksRT,PctExtResourceUrls,PctExtResourceUrlsRT,PctNullSelfRedirectHyperlinks,PopUpWindow,QueryLength,RelativeFormAction,RightClickDisabled,SubdomainLevel,SubdomainLevelRT,SubmitInfoToEmail,TildeSymbol,URL,UrlLength,UrlLengthRT,rank_country,rank_host,src_escape_cnt,src_eval_cnt,src_exec_cnt,src_search_cnt
0,-1,0,0,0,0,0,0,0,-1,0,1,10,0,-1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,asmktv.com/,18,1,-1,-1,0,0,0,0
1,-1,0,0,0,0,0,0,0,-1,0,1,17,0,-1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,-1.0,0.0,-1,0.0,-1,0,0,-1,0,-1,-1,0,asongofprayer.com/,25,1,-1,-1,0,0,0,0
2,-1,0,0,0,0,0,1,0,-1,0,1,19,0,-1,0,0,0,1.0,0,0,5,0,3,0,12,0,1,0,0,53,2,0.0,-1.0,0.0,-1,0.0,-1,18,0,-1,1,0,-1,0,askville.amazon.com/World-Cup-ice-hockey-tournament-2011/AnswerViewer.do?requestId=65968984,98,-1,1,1,0,0,0,0
3,-1,0,0,0,0,0,1,0,-1,0,1,19,0,-1,0,0,0,1.0,0,0,4,0,3,0,8,0,1,0,0,46,2,0.0,-1.0,0.0,-1,0.0,-1,18,0,-1,1,0,-1,0,askville.amazon.com/plot-synopsis-film-Brick-Lane/AnswerViewer.do?requestId=10594018,91,-1,1,1,0,0,0,0
4,-1,0,0,0,0,0,1,0,-1,0,1,19,0,-1,0,0,0,1.0,0,0,8,0,3,0,7,0,1,0,0,79,2,0.0,-1.0,0.0,-1,0.0,-1,17,0,-1,1,0,-1,0,askville.amazon.com/Steve-Whitmore-spokesman-LA-Sheriff's-Dept-related-actor-James/AnswerViewer.do?requestId=2646188,123,-1,1,1,0,0,0,0
5,-1,0,0,0,0,0,1,0,-1,0,1,19,0,-1,0,0,0,1.0,0,0,6,0,3,0,8,0,1,0,0,58,2,0.0,-1.0,0.0,-1,0.0,-1,18,0,-1,1,0,-1,0,askville.amazon.com/ice-hockey-player-Bobby-Orr-retired-sport/AnswerViewer.do?requestId=64773630,103,-1,1,1,0,0,0,0
6,-1,0,0,0,0,0,1,0,-1,0,1,19,0,-1,0,0,0,1.0,0,0,5,0,3,0,8,0,1,0,0,57,2,0.0,-1.0,0.0,-1,0.0,-1,18,0,-1,1,0,-1,0,askville.amazon.com/clothing-line-rapper-Jayceon-Taylor-wear/AnswerViewer.do?requestId=50552367,102,-1,1,1,0,0,0,0
7,-1,0,0,0,0,0,1,0,-1,0,1,19,0,-1,0,0,0,1.0,0,0,3,0,3,0,8,0,1,0,0,44,2,0.0,-1.0,0.0,-1,0.0,-1,18,0,-1,1,0,-1,0,askville.amazon.com/elizabeth-james-born-losers/AnswerViewer.do?requestId=61971370,89,-1,1,1,0,0,0,0
8,-1,0,0,0,0,0,1,0,-1,0,1,19,0,-1,0,0,0,1.0,0,0,4,0,3,0,8,0,1,0,0,55,2,0.0,-1.0,0.0,-1,0.0,-1,18,0,-1,1,0,-1,0,askville.amazon.com/college-football-team-nicknamed-tigers/AnswerViewer.do?requestId=16614971,100,-1,1,1,0,0,0,0
9,-1,0,0,0,0,0,1,0,-1,0,1,19,0,-1,0,0,0,1.0,0,0,4,0,3,0,8,0,1,0,0,52,2,0.0,-1.0,0.0,-1,0.0,-1,18,0,-1,1,0,-1,0,askville.amazon.com/University-Texas-football-game-held/AnswerViewer.do?requestId=15421682,97,-1,1,1,0,0,0,0
